 Dist. Downslope Elevation Soil Loss

   OFE   Year   (meters)   (meters)  (kg/m**2)
    1    9     34.145     44.579      0.000
    1    9     36.042     44.031      0.000
    1    9     37.939     43.464      0.000
    1    9     39.836     42.880      0.000
    1    9     41.733     42.277      0.000
    1    9     43.629     41.657      0.000
    1    9     45.526     41.025      0.000
    1    9     47.423     40.391      0.000
    1    9     49.320     39.755      0.000
    1    9     51.217     39.116      0.000
    1    9     53.114     38.475      0.000
    1    9     55.011     37.832      0.000
    1    9     56.908     37.186      0.000
    1    9     58.805     36.538      0.000
    1    9     60.702     35.892      0.000
    1    9     62.599     35.249      0.000
    1    9     64.496     34.609      0.000
    1    9     66.393     33.973      0.000
    1    9     68.290     33.340      0.000
    1    9     70.187     32.711      0.000
    1    9     72.083     32.085      0.000
    1    9     73.980     31.463      0.000
    1    9     75.877     30.845      0.000
    1    9     77.774     30.233      0.000
    1    9     79.671     29.625      0.000
    1    9     81.568     29.023      0.000
    1    9     83.465     28.425      0.000
    1    9     85.362     27.833      0.000
    1    9     87.259     27.245      0.000
    1    9     89.156     26.659      0.000
    1    9     91.053     26.069      0.000
    1    9     92.950     25.474      0.000
    1    9     94.847     24.875      0.000
    1    9     96.744     24.272      0.000
    1    9     98.641     23.665      0.000
    1    9    100.537     23.053      0.000
    1    9    102.434     22.437      0.000
    1    9    104.331     21.820      0.000
    1    9    106.228     21.206      0.000
    1    9    108.125     20.594      0.000
    1    9    110.022     19.984      0.000
    1    9    111.919     19.376      0.000
    1    9    113.816     18.770      0.000
    1    9    115.713     18.166      0.000
    1    9    117.610     17.566      0.000
    1    9    119.507     16.979      0.000
    1    9    121.404     16.407      0.000
    1    9    123.301     15.851      0.000
    1    9    125.198     15.311      0.000
    1    9    127.094     14.786      0.000
    1    9    128.991     14.277      0.000
    1    9    130.888     13.783      0.000
    1    9    132.785     13.302      0.000
    1    9    134.682     12.829      0.000
    1    9    136.579     12.362      0.000
    1    9    138.476     11.902      0.000
    1    9    140.373     11.449      0.000
    1    9    142.270     11.003      0.000
    1    9    144.167     10.564      0.000
    1    9    146.064     10.132      0.000
    1    9    147.961      9.702      0.000
    1    9    149.858      9.269      0.000
    1    9    151.755      8.835      0.000
    1    9    153.652      8.399      0.000
    1    9    155.548      7.960      0.000
    1    9    157.445      7.520      0.000
    1    9    159.342      7.078      0.000
    1    9    161.239      6.634      0.000
    1    9    163.136      6.190      0.000
    1    9    165.033      5.746      0.000
    1    9    166.930      5.302      0.000
    1    9    168.827      4.859      0.000
    1    9    170.724      4.416      0.000
    1    9    172.621      3.974      0.000
    1    9    174.518      3.532      0.000
    1    9    176.415      3.090      0.000
    1    9    178.312      2.648      0.000
    1    9    180.209      2.207      0.000
    1    9    182.106      1.765      0.000
    1    9    184.002      1.324      0.000
    1    9    185.899      0.882      0.000
    1    9    187.796      0.441      0.000
    1    9    189.693      0.000      0.000
    1   10      1.897     55.296      0.000
    1   10      3.794     54.497      0.000
    1   10      5.691     53.721      0.000
    1   10      7.588     52.966      0.000
    1   10      9.485     52.234      0.000
    1   10     11.382     51.523      0.000
    1   10     13.279     50.834      0.000
    1   10     15.175     50.168      0.000
    1   10     17.072     49.523      0.000
    1   10     18.969     48.901      0.000
    1   10     20.866     48.301      0.000
    1   10     22.763     47.722      0.000
    1   10     24.660     47.166      0.000
    1   10     26.557     46.632      0.000
    1   10     28.454     46.120      0.000
    1   10     30.351     45.623      0.000
    1   10     32.248     45.110      0.000
    1   10     34.145     44.579      0.000
    1   10     36.042     44.031      0.000
    1   10     37.939     43.464      0.000
    1   10     39.836     42.880      0.000
    1   10     41.733     42.277      0.000
    1   10     43.629     41.657      0.000
    1   10     45.526     41.025      0.000
    1   10     47.423     40.391      0.000
    1   10     49.320     39.755      0.000
    1   10     51.217     39.116      0.000
    1   10     53.114     38.475      0.000
    1   10     55.011     37.832      0.000
    1   10     56.908     37.186      0.000
    1   10     58.805     36.538      0.000
    1   10     60.702     35.892      0.000
    1   10     62.599     35.249      0.000
    1   10     64.496     34.609      0.000
    1   10     66.393     33.973      0.000
    1   10     68.290     33.340      0.000
    1   10     70.187     32.711      0.000
    1   10     72.083     32.085      0.000
    1   10     73.980     31.463      0.000
    1   10     75.877     30.845      0.000
    1   10     77.774     30.233      0.000
    1   10     79.671     29.625      0.000
    1   10     81.568     29.023      0.000
    1   10     83.465     28.425      0.000
    1   10     85.362     27.833      0.000
    1   10     87.259     27.245      0.000
    1   10     89.156     26.659      0.000
    1   10     91.053     26.069      0.000
    1   10     92.950     25.474      0.000
    1   10     94.847     24.875      0.000
    1   10     96.744     24.272      0.000
    1   10     98.641     23.665      0.000
    1   10    100.537     23.053      0.000
    1   10    102.434     22.437      0.000
    1   10    104.331     21.820      0.000
    1   10    106.228     21.206      0.000
    1   10    108.125     20.594      0.000
    1   10    110.022     19.984      0.000
    1   10    111.919     19.376      0.000
    1   10    113.816     18.770      0.000
    1   10    115.713     18.166      0.000
    1   10    117.610     17.566      0.000
    1   10    119.507     16.979      0.000
    1   10    121.404     16.407      0.000
    1   10    123.301     15.851      0.000
    1   10    125.198     15.311      0.000
    1   10    127.094     14.786      0.000
    1   10    128.991     14.277      0.000
    1   10    130.888     13.783      0.000
    1   10    132.785     13.302      0.000
    1   10    134.682     12.829      0.000
    1   10    136.579     12.362      0.000
    1   10    138.476     11.902      0.000
    1   10    140.373     11.449      0.000
    1   10    142.270     11.003      0.000
    1   10    144.167     10.564      0.000
    1   10    146.064     10.132      0.000
    1   10    147.961      9.702      0.000
    1   10    149.858      9.269      0.000
    1   10    151.755      8.835      0.000
    1   10    153.652      8.399      0.000
    1   10    155.548      7.960      0.000
    1   10    157.445      7.520      0.000
    1   10    159.342      7.078      0.000
    1   10    161.239      6.634      0.000
    1   10    163.136      6.190      0.000
    1   10    165.033      5.746      0.000
    1   10    166.930      5.302      0.000
    1   10    168.827      4.859      0.000
    1   10    170.724      4.416      0.000
    1   10    172.621      3.974      0.000
    1   10    174.518      3.532      0.000
    1   10    176.415      3.090      0.000
    1   10    178.312      2.648      0.000
    1   10    180.209      2.207      0.000
    1   10    182.106      1.765      0.000
    1   10    184.002      1.324      0.000
    1   10    185.899      0.882      0.000
    1   10    187.796      0.441      0.000
    1   10    189.693      0.000      0.000
    1   11      1.897     55.296      0.000
    1   11      3.794     54.497      0.000
    1   11      5.691     53.721      0.000
    1   11      7.588     52.966      0.000
    1   11      9.485     52.234      0.000
    1   11     11.382     51.523      0.000
    1   11     13.279     50.834      0.000
    1   11     15.175     50.168      0.000
    1   11     17.072     49.523      0.000
    1   11     18.969     48.901      0.000
    1   11     20.866     48.301      0.000
    1   11     22.763     47.722      0.000
    1   11     24.660     47.166      0.000
    1   11     26.557     46.632      0.000
    1   11     28.454     46.120      0.000
    1   11     30.351     45.623      0.000
    1   11     32.248     45.110      0.000
    1   11     34.145     44.579      0.000
    1   11     36.042     44.031      0.000
    1   11     37.939     43.464      0.000
    1   11     39.836     42.880      0.000
    1   11     41.733     42.277      0.000
    1   11     43.629     41.657      0.000
    1   11     45.526     41.025      0.000
    1   11     47.423     40.391      0.000
    1   11     49.320     39.755      0.000
    1   11     51.217     39.116      0.000
    1   11     53.114     38.475      0.000
    1   11     55.011     37.832      0.000
    1   11     56.908     37.186      0.000
    1   11     58.805     36.538      0.000
    1   11     60.702     35.892      0.000
    1   11     62.599     35.249      0.000
    1   11     64.496     34.609      0.000
    1   11     66.393     33.973      0.000
    1   11     68.290     33.340      0.000
    1   11     70.187     32.711      0.000
    1   11     72.083     32.085      0.000
    1   11     73.980     31.463      0.000
    1   11     75.877     30.845      0.000
    1   11     77.774     30.233      0.000
    1   11     79.671     29.625      0.000
    1   11     81.568     29.023      0.000
    1   11     83.465     28.425      0.000
    1   11     85.362     27.833      0.000
    1   11     87.259     27.245      0.000
    1   11     89.156     26.659      0.000
    1   11     91.053     26.069      0.000
    1   11     92.950     25.474      0.000
    1   11     94.847     24.875      0.000
    1   11     96.744     24.272      0.000
    1   11     98.641     23.665      0.000
    1   11    100.537     23.053      0.000
    1   11    102.434     22.437      0.000
    1   11    104.331     21.820      0.000
    1   11    106.228     21.206      0.000
    1   11    108.125     20.594      0.000
    1   11    110.022     19.984      0.000
    1   11    111.919     19.376      0.000
    1   11    113.816     18.770      0.000
    1   11    115.713     18.166      0.000
    1   11    117.610     17.566      0.000
    1   11    119.507     16.979      0.000
    1   11    121.404     16.407      0.000
    1   11    123.301     15.851      0.000
    1   11    125.198     15.311      0.000
    1   11    127.094     14.786      0.000
    1   11    128.991     14.277      0.000
    1   11    130.888     13.783      0.000
    1   11    132.785     13.302      0.000
    1   11    134.682     12.829      0.000
    1   11    136.579     12.362      0.000
    1   11    138.476     11.902      0.000
    1   11    140.373     11.449      0.000
    1   11    142.270     11.003      0.000
    1   11    144.167     10.564      0.000
    1   11    146.064     10.132      0.000
    1   11    147.961      9.702      0.000
    1   11    149.858      9.269      0.000
    1   11    151.755      8.835      0.000
    1   11    153.652      8.399      0.000
    1   11    155.548      7.960      0.000
    1   11    157.445      7.520      0.000
    1   11    159.342      7.078      0.000
    1   11    161.239      6.634      0.000
    1   11    163.136      6.190      0.000
    1   11    165.033      5.746      0.000
    1   11    166.930      5.302      0.000
    1   11    168.827      4.859      0.000
    1   11    170.724      4.416      0.000
    1   11    172.621      3.974      0.000
    1   11    174.518      3.532      0.000
    1   11    176.415      3.090      0.000
    1   11    178.312      2.648      0.000
    1   11    180.209      2.207      0.000
    1   11    182.106      1.765      0.000
    1   11    184.002      1.324      0.000
    1   11    185.899      0.882      0.000
    1   11    187.796      0.441      0.000
    1   11    189.693      0.000      0.000
    1   12      1.897     55.296      0.000
    1   12      3.794     54.497      0.000
    1   12      5.691     53.721      0.000
    1   12      7.588     52.966      0.000
    1   12      9.485     52.234      0.000
    1   12     11.382     51.523      0.000
    1   12     13.279     50.834      0.000
    1   12     15.175     50.168      0.000
    1   12     17.072     49.523      0.000
    1   12     18.969     48.901      0.000
    1   12     20.866     48.301      0.000
    1   12     22.763     47.722      0.000
    1   12     24.660     47.166      0.000
    1   12     26.557     46.632      0.000
    1   12     28.454     46.120      0.000
    1   12     30.351     45.623      0.000
    1   12     32.248     45.110      0.000
    1   12     34.145     44.579      0.000
    1   12     36.042     44.031      0.000
    1   12     37.939     43.464      0.000
    1   12     39.836     42.880      0.000
    1   12     41.733     42.277      0.000
    1   12     43.629     41.657      0.000
    1   12     45.526     41.025      0.000
    1   12     47.423     40.391      0.000
    1   12     49.320     39.755      0.000
    1   12     51.217     39.116      0.000
    1   12     53.114     38.475      0.000
    1   12     55.011     37.832      0.000
    1   12     56.908     37.186      0.000
    1   12     58.805     36.538      0.000
    1   12     60.702     35.892      0.000
    1   12     62.599     35.249      0.000
    1   12     64.496     34.609      0.000
    1   12     66.393     33.973      0.000
    1   12     68.290     33.340      0.000
    1   12     70.187     32.711      0.000
    1   12     72.083     32.085      0.000
    1   12     73.980     31.463      0.000
    1   12     75.877     30.845      0.000
    1   12     77.774     30.233      0.000
    1   12     79.671     29.625      0.000
    1   12     81.568     29.023      0.000
    1   12     83.465     28.425      0.000
    1   12     85.362     27.833      0.000
    1   12     87.259     27.245      0.000
    1   12     89.156     26.659      0.000
    1   12     91.053     26.069      0.000
    1   12     92.950     25.474      0.000
    1   12     94.847     24.875      0.000
    1   12     96.744     24.272      0.000
    1   12     98.641     23.665      0.000
    1   12    100.537     23.053      0.000
    1   12    102.434     22.437      0.000
    1   12    104.331     21.820      0.000
    1   12    106.228     21.206      0.000
    1   12    108.125     20.594      0.000
    1   12    110.022     19.984      0.000
    1   12    111.919     19.376      0.000
    1   12    113.816     18.770      0.000
    1   12    115.713     18.166      0.000
    1   12    117.610     17.566      0.000
    1   12    119.507     16.979      0.000
    1   12    121.404     16.407      0.000
    1   12    123.301     15.851      0.000
    1   12    125.198     15.311      0.000
    1   12    127.094     14.786      0.000
    1   12    128.991     14.277      0.000
    1   12    130.888     13.783      0.000
    1   12    132.785     13.302      0.000
    1   12    134.682     12.829      0.000
    1   12    136.579     12.362      0.000
    1   12    138.476     11.902      0.000
    1   12    140.373     11.449      0.000
    1   12    142.270     11.003      0.000
    1   12    144.167     10.564      0.000
    1   12    146.064     10.132      0.000
    1   12    147.961      9.702      0.000
    1   12    149.858      9.269      0.000
    1   12    151.755      8.835      0.000
    1   12    153.652      8.399      0.000
    1   12    155.548      7.960      0.000
    1   12    157.445      7.520      0.000
    1   12    159.342      7.078      0.000
    1   12    161.239      6.634      0.000
    1   12    163.136      6.190      0.000
    1   12    165.033      5.746      0.000
    1   12    166.930      5.302      0.000
    1   12    168.827      4.859      0.000
    1   12    170.724      4.416      0.000
    1   12    172.621      3.974      0.000
    1   12    174.518      3.532      0.000
    1   12    176.415      3.090      0.000
    1   12    178.312      2.648      0.000
    1   12    180.209      2.207      0.000
    1   12    182.106      1.765      0.000
    1   12    184.002      1.324      0.000
    1   12    185.899      0.882      0.000
    1   12    187.796      0.441      0.000
    1   12    189.693      0.000      0.000
    1   13      1.897     55.296      0.000
    1   13      3.794     54.497      0.000
    1   13      5.691     53.721      0.000
    1   13      7.588     52.966      0.000
    1   13      9.485     52.234      0.000
    1   13     11.382     51.523      0.000
    1   13     13.279     50.834      0.000
    1   13     15.175     50.168      0.000
    1   13     17.072     49.523      0.000
    1   13     18.969     48.901      0.000
    1   13     20.866     48.301      0.000
    1   13     22.763     47.722      0.000
    1   13     24.660     47.166      0.000
    1   13     26.557     46.632      0.000
    1   13     28.454     46.120      0.000
    1   13     30.351     45.623      0.000
    1   13     32.248     45.110      0.000
    1   13     34.145     44.579      0.000
    1   13     36.042     44.031      0.000
    1   13     37.939     43.464      0.000
    1   13     39.836     42.880      0.000
    1   13     41.733     42.277      0.000
    1   13     43.629     41.657      0.000
    1   13     45.526     41.025      0.000
    1   13     47.423     40.391      0.000
    1   13     49.320     39.755      0.000
    1   13     51.217     39.116      0.000
    1   13     53.114     38.475      0.000
    1   13     55.011     37.832      0.000
    1   13     56.908     37.186      0.000
    1   13     58.805     36.538      0.000
    1   13     60.702     35.892      0.000
    1   13     62.599     35.249      0.000
    1   13     64.496     34.609      0.000
    1   13     66.393     33.973      0.000
    1   13     68.290     33.340      0.000
    1   13     70.187     32.711      0.000
    1   13     72.083     32.085      0.000
    1   13     73.980     31.463      0.000
    1   13     75.877     30.845      0.000
    1   13     77.774     30.233      0.000
    1   13     79.671     29.625      0.000
    1   13     81.568     29.023      0.000
    1   13     83.465     28.425      0.000
    1   13     85.362     27.833      0.000
    1   13     87.259     27.245      0.000
    1   13     89.156     26.659      0.000
    1   13     91.053     26.069      0.000
    1   13     92.950     25.474      0.000
    1   13     94.847     24.875      0.000
    1   13     96.744     24.272      0.000
    1   13     98.641     23.665      0.000
    1   13    100.537     23.053      0.000
    1   13    102.434     22.437      0.000
    1   13    104.331     21.820      0.000
    1   13    106.228     21.206      0.000
    1   13    108.125     20.594      0.000
    1   13    110.022     19.984      0.000
    1   13    111.919     19.376      0.000
    1   13    113.816     18.770      0.000
    1   13    115.713     18.166      0.000
    1   13    117.610     17.566      0.000
    1   13    119.507     16.979      0.000
    1   13    121.404     16.407      0.000
    1   13    123.301     15.851      0.000
    1   13    125.198     15.311      0.000
    1   13    127.094     14.786      0.000
    1   13    128.991     14.277      0.000
    1   13    130.888     13.783      0.000
    1   13    132.785     13.302      0.000
    1   13    134.682     12.829      0.000
    1   13    136.579     12.362      0.000
    1   13    138.476     11.902      0.000
    1   13    140.373     11.449      0.000
    1   13    142.270     11.003      0.000
    1   13    144.167     10.564      0.000
    1   13    146.064     10.132      0.000
    1   13    147.961      9.702      0.000
    1   13    149.858      9.269      0.000
    1   13    151.755      8.835      0.000
    1   13    153.652      8.399      0.000
    1   13    155.548      7.960      0.000
    1   13    157.445      7.520      0.000
    1   13    159.342      7.078      0.000
    1   13    161.239      6.634      0.000
    1   13    163.136      6.190      0.000
    1   13    165.033      5.746      0.000
    1   13    166.930      5.302      0.000
    1   13    168.827      4.859      0.000
    1   13    170.724      4.416      0.000
    1   13    172.621      3.974      0.000
    1   13    174.518      3.532      0.000
    1   13    176.415      3.090      0.000
    1   13    178.312      2.648      0.000
    1   13    180.209      2.207      0.000
    1   13    182.106      1.765      0.000
    1   13    184.002      1.324      0.000
    1   13    185.899      0.882      0.000
    1   13    187.796      0.441      0.000
    1   13    189.693      0.000      0.000
    1   14      1.897     55.296      0.000
    1   14      3.794     54.497      0.000
    1   14      5.691     53.721      0.000
    1   14      7.588     52.966      0.000
    1   14      9.485     52.234      0.000
    1   14     11.382     51.523      0.000
    1   14     13.279     50.834      0.000
    1   14     15.175     50.168      0.000
    1   14     17.072     49.523      0.000
    1   14     18.969     48.901      0.000
    1   14     20.866     48.301      0.000
    1   14     22.763     47.722      0.000
    1   14     24.660     47.166      0.000
    1   14     26.557     46.632      0.000
    1   14     28.454     46.120      0.000
    1   14     30.351     45.623      0.000
    1   14     32.248     45.110      0.000
    1   14     34.145     44.579      0.000
    1   14     36.042     44.031      0.000
    1   14     37.939     43.464      0.000
    1   14     39.836     42.880      0.000
    1   14     41.733     42.277      0.000
    1   14     43.629     41.657      0.000
    1   14     45.526     41.025      0.000
    1   14     47.423     40.391      0.000
    1   14     49.320     39.755      0.000
    1   14     51.217     39.116      0.000
    1   14     53.114     38.475      0.000
    1   14     55.011     37.832      0.000
    1   14     56.908     37.186      0.000
    1   14     58.805     36.538      0.000
    1   14     60.702     35.892      0.000
    1   14     62.599     35.249      0.000
    1   14     64.496     34.609      0.000
    1   14     66.393     33.973      0.000
    1   14     68.290     33.340      0.000
    1   14     70.187     32.711      0.000
    1   14     72.083     32.085      0.000
    1   14     73.980     31.463      0.000
    1   14     75.877     30.845      0.000
    1   14     77.774     30.233      0.000
    1   14     79.671     29.625      0.000
    1   14     81.568     29.023      0.000
    1   14     83.465     28.425      0.000
    1   14     85.362     27.833      0.000
    1   14     87.259     27.245      0.000
    1   14     89.156     26.659      0.000
    1   14     91.053     26.069      0.000
    1   14     92.950     25.474      0.000
    1   14     94.847     24.875      0.000
    1   14     96.744     24.272      0.000
    1   14     98.641     23.665      0.000
    1   14    100.537     23.053      0.000
    1   14    102.434     22.437      0.000
    1   14    104.331     21.820      0.000
    1   14    106.228     21.206      0.000
    1   14    108.125     20.594      0.000
    1   14    110.022     19.984      0.000
    1   14    111.919     19.376      0.000
    1   14    113.816     18.770      0.000
    1   14    115.713     18.166      0.000
    1   14    117.610     17.566      0.000
    1   14    119.507     16.979      0.000
    1   14    121.404     16.407      0.000
    1   14    123.301     15.851      0.000
    1   14    125.198     15.311      0.000
    1   14    127.094     14.786      0.000
    1   14    128.991     14.277      0.000
    1   14    130.888     13.783      0.000
    1   14    132.785     13.302      0.000
    1   14    134.682     12.829      0.000
    1   14    136.579     12.362      0.000
    1   14    138.476     11.902      0.000
    1   14    140.373     11.449      0.000
    1   14    142.270     11.003      0.000
    1   14    144.167     10.564      0.000
    1   14    146.064     10.132      0.000
    1   14    147.961      9.702      0.000
    1   14    149.858      9.269      0.000
    1   14    151.755      8.835      0.000
    1   14    153.652      8.399      0.000
    1   14    155.548      7.960      0.000
    1   14    157.445      7.520      0.000
    1   14    159.342      7.078      0.000
    1   14    161.239      6.634      0.000
    1   14    163.136      6.190      0.000
    1   14    165.033      5.746      0.000
    1   14    166.930      5.302      0.000
    1   14    168.827      4.859      0.000
    1   14    170.724      4.416      0.000
    1   14    172.621      3.974      0.000
    1   14    174.518      3.532      0.000
    1   14    176.415      3.090      0.000
    1   14    178.312      2.648      0.000
    1   14    180.209      2.207      0.000
    1   14    182.106      1.765      0.000
    1   14    184.002      1.324      0.000
    1   14    185.899      0.882      0.000
    1   14    187.796      0.441      0.000
    1   14    189.693      0.000      0.000
    1   15      1.897     55.296      0.000
    1   15      3.794     54.497      0.000
    1   15      5.691     53.721      0.000
    1   15      7.588     52.966      0.000
    1   15      9.485     52.234      0.000
    1   15     11.382     51.523      0.000
    1   15     13.279     50.834      0.000
    1   15     15.175     50.168      0.000
    1   15     17.072     49.523      0.000
    1   15     18.969     48.901      0.000
    1   15     20.866     48.301      0.000
    1   15     22.763     47.722      0.000
    1   15     24.660     47.166      0.000
    1   15     26.557     46.632      0.000
    1   15     28.454     46.120      0.000
    1   15     30.351     45.623      0.000
    1   15     32.248     45.110      0.000
    1   15     34.145     44.579      0.000
    1   15     36.042     44.031      0.000
    1   15     37.939     43.464      0.000
    1   15     39.836     42.880      0.000
    1   15     41.733     42.277      0.000
    1   15     43.629     41.657      0.000
    1   15     45.526     41.025      0.000
    1   15     47.423     40.391      0.000
    1   15     49.320     39.755      0.000
    1   15     51.217     39.116      0.000
    1   15     53.114     38.475      0.000
    1   15     55.011     37.832      0.000
    1   15     56.908     37.186      0.000
    1   15     58.805     36.538      0.000
    1   15     60.702     35.892      0.000
    1   15     62.599     35.249      0.000
    1   15     64.496     34.609      0.000
    1   15     66.393     33.973      0.000
    1   15     68.290     33.340      0.000
    1   15     70.187     32.711      0.000
    1   15     72.083     32.085      0.000
    1   15     73.980     31.463      0.000
    1   15     75.877     30.845      0.000
    1   15     77.774     30.233      0.000
    1   15     79.671     29.625      0.000
    1   15     81.568     29.023      0.000
    1   15     83.465     28.425      0.000
    1   15     85.362     27.833      0.000
    1   15     87.259     27.245      0.000
    1   15     89.156     26.659      0.000
    1   15     91.053     26.069      0.000
    1   15     92.950     25.474      0.000
    1   15     94.847     24.875      0.000
    1   15     96.744     24.272      0.000
    1   15     98.641     23.665      0.000
    1   15    100.537     23.053      0.000
    1   15    102.434     22.437      0.000
    1   15    104.331     21.820      0.000
    1   15    106.228     21.206      0.000
    1   15    108.125     20.594      0.000
    1   15    110.022     19.984      0.000
    1   15    111.919     19.376      0.000
    1   15    113.816     18.770      0.000
    1   15    115.713     18.166      0.000
    1   15    117.610     17.566      0.000
    1   15    119.507     16.979      0.000
    1   15    121.404     16.407      0.000
    1   15    123.301     15.851      0.000
    1   15    125.198     15.311      0.000
    1   15    127.094     14.786      0.000
    1   15    128.991     14.277      0.000
    1   15    130.888     13.783      0.000
    1   15    132.785     13.302      0.000
    1   15    134.682     12.829      0.000
    1   15    136.579     12.362      0.000
    1   15    138.476     11.902      0.000
    1   15    140.373     11.449      0.000
    1   15    142.270     11.003      0.000
    1   15    144.167     10.564      0.000
    1   15    146.064     10.132      0.000
    1   15    147.961      9.702      0.000
    1   15    149.858      9.269      0.000
    1   15    151.755      8.835      0.000
    1   15    153.652      8.399      0.000
    1   15    155.548      7.960      0.000
    1   15    157.445      7.520      0.000
    1   15    159.342      7.078      0.000
    1   15    161.239      6.634      0.000
    1   15    163.136      6.190      0.000
    1   15    165.033      5.746      0.000
    1   15    166.930      5.302      0.000
    1   15    168.827      4.859      0.000
    1   15    170.724      4.416      0.000
    1   15    172.621      3.974      0.000
    1   15    174.518      3.532      0.000
    1   15    176.415      3.090      0.000
    1   15    178.312      2.648      0.000
    1   15    180.209      2.207      0.000
    1   15    182.106      1.765      0.000
    1   15    184.002      1.324      0.000
    1   15    185.899      0.882      0.000
    1   15    187.796      0.441      0.000
    1   15    189.693      0.000      0.000
    1   16      1.897     55.296      0.000
    1   16      3.794     54.497      0.000
    1   16      5.691     53.721      0.000
    1   16      7.588     52.966      0.000
    1   16      9.485     52.234      0.000
    1   16     11.382     51.523      0.000
    1   16     13.279     50.834      0.000
    1   16     15.175     50.168      0.000
    1   16     17.072     49.523      0.000
    1   16     18.969     48.901      0.000
    1   16     20.866     48.301      0.000
    1   16     22.763     47.722      0.000
    1   16     24.660     47.166      0.000
    1   16     26.557     46.632      0.000
    1   16     28.454     46.120      0.000
    1   16     30.351     45.623      0.000
    1   16     32.248     45.110      0.000
    1   16     34.145     44.579      0.000
    1   16     36.042     44.031      0.000
    1   16     37.939     43.464      0.000
    1   16     39.836     42.880      0.000
    1   16     41.733     42.277      0.000
    1   16     43.629     41.657      0.000
    1   16     45.526     41.025      0.000
    1   16     47.423     40.391      0.000
    1   16     49.320     39.755      0.000
    1   16     51.217     39.116      0.000
    1   16     53.114     38.475      0.000
    1   16     55.011     37.832      0.000
    1   16     56.908     37.186      0.000
    1   16     58.805     36.538      0.000
    1   16     60.702     35.892      0.000
    1   16     62.599     35.249      0.000
    1   16     64.496     34.609      0.000
    1   16     66.393     33.973      0.000
    1   16     68.290     33.340      0.000
    1   16     70.187     32.711      0.000
    1   16     72.083     32.085      0.000
    1   16     73.980     31.463      0.000
    1   16     75.877     30.845      0.000
    1   16     77.774     30.233      0.000
    1   16     79.671     29.625      0.000
    1   16     81.568     29.023      0.000
    1   16     83.465     28.425      0.000
    1   16     85.362     27.833      0.000
    1   16     87.259     27.245      0.000
    1   16     89.156     26.659      0.000
    1   16     91.053     26.069      0.000
    1   16     92.950     25.474      0.000
    1   16     94.847     24.875      0.000
    1   16     96.744     24.272      0.000
    1   16     98.641     23.665      0.000
    1   16    100.537     23.053      0.000
    1   16    102.434     22.437      0.000
    1   16    104.331     21.820      0.000
    1   16    106.228     21.206      0.000
    1   16    108.125     20.594      0.000
    1   16    110.022     19.984      0.000
    1   16    111.919     19.376      0.000
    1   16    113.816     18.770      0.000
    1   16    115.713     18.166      0.000
    1   16    117.610     17.566      0.000
    1   16    119.507     16.979      0.000
    1   16    121.404     16.407      0.000
    1   16    123.301     15.851      0.000
    1   16    125.198     15.311      0.000
    1   16    127.094     14.786      0.000
    1   16    128.991     14.277      0.000
    1   16    130.888     13.783      0.000
    1   16    132.785     13.302      0.000
    1   16    134.682     12.829      0.000
    1   16    136.579     12.362      0.000
    1   16    138.476     11.902      0.000
    1   16    140.373     11.449      0.000
    1   16    142.270     11.003      0.000
    1   16    144.167     10.564      0.000
    1   16    146.064     10.132      0.000
    1   16    147.961      9.702      0.000
    1   16    149.858      9.269      0.000
    1   16    151.755      8.835      0.000
    1   16    153.652      8.399      0.000
    1   16    155.548      7.960      0.000
    1   16    157.445      7.520      0.000
    1   16    159.342      7.078      0.000
    1   16    161.239      6.634      0.000
    1   16    163.136      6.190      0.000
    1   16    165.033      5.746      0.000
    1   16    166.930      5.302      0.000
    1   16    168.827      4.859      0.000
    1   16    170.724      4.416      0.000
    1   16    172.621      3.974      0.000
    1   16    174.518      3.532      0.000
    1   16    176.415      3.090      0.000
    1   16    178.312      2.648      0.000
    1   16    180.209      2.207      0.000
    1   16    182.106      1.765      0.000
    1   16    184.002      1.324      0.000
    1   16    185.899      0.882      0.000
    1   16    187.796      0.441      0.000
    1   16    189.693      0.000      0.000
    1   17      1.897     55.296      0.000
    1   17      3.794     54.497      0.000
    1   17      5.691     53.721      0.000
    1   17      7.588     52.966      0.000
    1   17      9.485     52.234      0.000
    1   17     11.382     51.523      0.000
    1   17     13.279     50.834      0.000
    1   17     15.175     50.168      0.000
    1   17     17.072     49.523      0.000
    1   17     18.969     48.901      0.000
    1   17     20.866     48.301      0.000
    1   17     22.763     47.722      0.000
    1   17     24.660     47.166      0.000
    1   17     26.557     46.632      0.000
    1   17     28.454     46.120      0.000
    1   17     30.351     45.623      0.000
    1   17     32.248     45.110      0.000
    1   17     34.145     44.579      0.000
    1   17     36.042     44.031      0.000
    1   17     37.939     43.464      0.000
    1   17     39.836     42.880      0.000
    1   17     41.733     42.277      0.000
    1   17     43.629     41.657      0.000
    1   17     45.526     41.025      0.000
    1   17     47.423     40.391      0.000
    1   17     49.320     39.755      0.000
    1   17     51.217     39.116      0.000
    1   17     53.114     38.475      0.000
    1   17     55.011     37.832      0.000
    1   17     56.908     37.186      0.000
    1   17     58.805     36.538      0.000
    1   17     60.702     35.892      0.000
    1   17     62.599     35.249      0.000
    1   17     64.496     34.609      0.000
    1   17     66.393     33.973      0.000
    1   17     68.290     33.340      0.000
    1   17     70.187     32.711      0.000
